,charge,color,commercial_license,commercial_vehicle,driver_city,hazmat,make,model,seq_id,vehicle_type,violation_type,year
7786,55*,WHITE,No,No,GERMANTOWN,No,NISSAN,ROGUE,93f7bad2-e48b-4c65-8f7d-f299218d0ec0,02 - Automobile,ESERO,2013
7787,21-801.1,WHITE,No,No,NORTH POTOMAC,No,FORD,ESCAPE,f662fcb1-09f5-4085-b1ca-1e3af6c04a10,28 - Other,Citation,2005
7788,22-206(a),GRAY,No,No,WASHINGTON,No,FORD,EDGE,37559941-379c-4020-8d20-944cba3a4728,02 - Automobile,Warning,2014
7789,21-310(a),SILVER,No,No,ROCKVILLE,No,HONDA,ACCORD,b5248f7b-106e-4460-9cdb-1f6ec7af2c60,02 - Automobile,Citation,2007
7790,21-202(h1),SILVER,No,No,STREET,No,FORD,FOCUS,600cb04d-55cb-4abc-b576-09b2844cbdda,02 - Automobile,Warning,2009
7791,13-411(c1),TAN,No,No,WESTMINSTER,No,JEEP,TK,3c8c4f99-b5ef-4c92-8a82-d29e4e27fa67,05 - Light Duty Truck,Citation,2004
7792,21-801.1,BLACK,No,No,BURTONSVILLE,No,HONDA,ACCORD,49445b84-2d63-4b1a-ac1d-b20af2f29142,02 - Automobile,Citation,2005
7793,21-1102(a),SILVER,No,No,GERMANTOWN,No,KIA,4S,3b400c8a-40e5-4158-967f-4d74c54f5529,02 - Automobile,Warning,2019
7794,21-201(a1),WHITE,No,No,ADELPHI,No,FORD,TRUCK,6c15647b-1e4b-4ae1-a15c-f331fa17f7a6,02 - Automobile,Warning,2016
7795,64*,BLACK,No,No,GAITHERSBURG,No,JEEP,TK,b624a331-fc10-4882-b22f-c7ac3b6c7501,02 - Automobile,ESERO,2011
7796,21-1124.2(d2),SILVER,No,No,GERMANTOWN,No,FORD,F150,9c3de215-761f-4b0e-8873-72342c980797,02 - Automobile,Citation,2004
7797,13-411(d),WHITE,No,No,BLANDON,No,CHRYSLER,TOWN/COUNTRY VN,3fbaa650-006e-4e9d-a927-69d606a760c5,28 - Other,Warning,2015
7798,22-219(a),BLACK,No,No,GERMANTOWN,No,KIA,FORTE,37fcd4db-6aa9-48ad-be98-13f56a991a5f,02 - Automobile,Warning,2016
7799,16-101(a1),SILVER,No,No,SILVER SPRING,No,GMC,ENVOY,8dd0a5e9-cac7-4848-9e79-c3a5ae0bfd9c,02 - Automobile,Citation,2005
7800,21-201(a1),WHITE,No,No,GAITHERSBURG,No,HYUNDAI,4S,624e3f10-f457-4674-8f05-6eb3572031ed,02 - Automobile,Warning,2013
7801,21-801.1,WHITE,No,No,GAITHERSBURG,No,VOLK,4S,c53a4238-cfe9-4a07-8816-6c912adf08e4,02 - Automobile,Warning,2002
7802,21-201(a1),GRAY,No,No,GAITHERSBURG,No,NISS,ALTIMA,50f89498-d334-4b2f-ac7f-8d09cabb40d8,02 - Automobile,Warning,2013
7803,21-201(a1),BLUE,No,No,BOWIE,No,HONDA,ACCORD,12a60161-0800-444c-9dbc-3bfb99f2d611,02 - Automobile,Warning,2015
7804,16-105(b1),GRAY,No,No,LAUREL,No,HOND,4S,8c298381-31f6-46ff-a90b-3e3e7ed7d07d,02 - Automobile,Citation,2008
7805,13-411(c1),BROWN,No,No,SO OZONE PARK,No,LEXS,4S,f5e743a0-75ba-46e5-a59b-bee1a9292a34,02 - Automobile,Warning,2010
7806,17-104.2(b2),BLACK,No,No,BELTSVILLE,No,DODGE,CALIBER,4fd1de8d-3b1e-4c03-8039-e1a1a7330e7c,02 - Automobile,Warning,2009
7807,11-390.21,WHITE,No,No,LIBERTYTOWN,No,FORD,F550,28c06b66-09fb-4113-aa47-aa321ee02e4a,05 - Light Duty Truck,Warning,2003
7808,21-801.1,"BLUE, LIGHT",No,No,LAUREL,No,CHEVY,EQUINOX,807fd1f6-c7c1-4ab3-84f5-9fdd67ce6fea,03 - Station Wagon,Citation,2015
7809,64*,BLACK,No,No,HYATTSVILLE,No,ROAD,TRAILER,234e701c-8dbc-4abf-8de0-20c4dadd4675,25 - Utility Trailer,ESERO,2001
7810,13-409(b),RED,No,No,DAMASCUS,No,NISSAN,TK,b23f9484-5d4a-430e-8eb9-1653c0a92c3c,02 - Automobile,Citation,2011
7811,13-401(b1),BLACK,No,No,SILVER SPRING,No,TOYOTA,CAMRY,1f8ef27d-d378-4e4c-ab91-98e382f4ecb2,02 - Automobile,Citation,2007
7812,16-303(c),WHITE,No,No,FREDERICK,No,CHEVY,VAN,edde3cce-b2dc-42e8-8cd9-e028e5920d93,02 - Automobile,Warning,2005
7813,13-411(d),WHITE,No,No,FREDERICK,No,CHEVY,VAN,edde3cce-b2dc-42e8-8cd9-e028e5920d93,02 - Automobile,Warning,2005
7814,21-902(a1ii),SILVER,No,No,FREDERICK,No,TOYOTA,COROLLA,40c3cd04-3a5d-49d7-977d-e5dde7e69c64,02 - Automobile,Citation,2018
7815,25-202(a1),WHITE,No,No,POTOMAC,No,KW,TK,4ab235d5-c829-4fef-b7f8-1483898a4474,06 - Heavy Duty Truck,Warning,2007
7816,13-411(g),GOLD,No,No,SILVER SPRING,No,TOYOTA,CAMRY,5cb58ec9-9fd7-411f-be3d-c06d432de00a,02 - Automobile,Warning,1998
7817,21-707(a),RED,Yes,No,GERMANTOWN,No,FORD,HATCH,3ff03e63-41b6-46b2-ad47-de0c77ba74d8,02 - Automobile,Warning,2013
7818,11-393.43,WHITE,No,No,SILVER SPRING,No,FORD,TK,d58559b2-ed69-4dcb-ac03-833841907037,05 - Light Duty Truck,Warning,1996
7819,16-303(g),GRAY,No,No,SILVER SPRING,No,DODGE,CHARGER,bc5b1008-59fd-42cc-8711-f40f521765b8,02 - Automobile,Citation,2007
7820,21-502(a2),SILVER,No,No,STAFFORD,No,DODGE,DURANGO,f35698ad-d897-49ab-affb-86e5c76480cf,02 - Automobile,Warning,2019
7821,13-411(a),WHITE,No,No,GERMANTOWN,No,ORD,TRANSIT,23582aef-5f55-4198-9495-54287af9c1c2,02 - Automobile,Warning,2019
7822,21-707(a),TAN,No,No,LAUREL,No,LEXUS,ES 300,649cfc07-d70a-4f1f-a645-9cc39862daba,02 - Automobile,Warning,2003
7823,21-1120(c),SILVER,No,No,FREDERICK,No,TOYT,TK,4095ff88-c49a-4731-80b6-7b017a487711,05 - Light Duty Truck,Warning,2003
7824,21-201(a1),GREEN,No,No,OLNEY,No,TOYT,4S,96d41e1f-a2da-4800-946e-f440a908e100,02 - Automobile,Warning,2014
7825,13-411(a),BLACK,No,No,ROCKVILLE,No,HONDA,ACCORD,527eb3aa-0d2c-4809-bb86-b35467a5ea81,02 - Automobile,Warning,2011
7826,21-801.1,BLACK,No,No,PORTLAND,No,HOND,FIT,8d4c6401-8032-46d5-bd74-cb20e554b918,02 - Automobile,Citation,2009
7827,22-204(f),SILVER,No,No,SILVER SPRING,No,HONDA,CIVIC,9d422d98-a74a-42f6-ad7b-56c3d5da758e,02 - Automobile,Warning,2005
7828,22-406(i1),SILVER,No,No,GAITHERSBURG,No,PONT,GT,c1ea2b9b-2b60-48c5-8fb9-1ecf391b2f56,02 - Automobile,Warning,2009
7829,21-307(c),WHITE,Yes,No,SILVER SPRING,No,NISS,TK,70e28bdf-3a57-4871-a3ae-1ba316bae0a3,05 - Light Duty Truck,Warning,2016
7830,13-402(a2),WHITE,No,No,BRANDYWINE,No,GMC,CANYON,67a15a2a-66fa-4453-8885-ca0c2e23c8f2,05 - Light Duty Truck,Warning,2004
7831,21-801.1,TAN,No,No,GAITHERSBURG,No,TOYOTA,COROLLA,e968b468-47a7-4f6b-b7a0-f7f8ba37c8ad,02 - Automobile,Citation,2004
7832,21-707(a),GOLD,No,No,SILVER SPRING,No,TOYT,4S,6e591abc-bedf-47be-8501-de14372320d7,02 - Automobile,Warning,2012
7833,21-707(a),BLACK,No,No,GERMANTOWN,No,LEXUS,4S,4031dbd9-2d14-4d3c-9310-b1a7311bead2,02 - Automobile,Warning,2013
7834,21-801.1,GREEN,No,No,SILVER SPRING,No,TOYOTA,COROLLA,7abcccbc-31b1-42f8-bf2c-dddbaac54c14,02 - Automobile,Citation,2009
7835,21-201(a1),SILVER,Yes,No,BURTONSVILLE,No,LEXUS,4S ES300,52ea6f34-0c82-4547-81c0-d7a8e2dada34,02 - Automobile,Warning,2002
7836,21-801.1,WHITE,Yes,No,WASHINGTON,No,TRUCK,RYDER,d4542a67-acf5-43e3-989d-b4eedcde092e,06 - Heavy Duty Truck,Citation,2018
7837,21-309(b),SILVER,No,No,MOUNT RAINIER,No,HYUNDAI,SUV,f3da2a72-41b0-4510-aeb8-b7206484a0c0,02 - Automobile,Citation,2007
7838,21-801.1,GRAY,No,No,GAITHERSBURG,No,FORD,FIESTA,0206258c-8ed9-4563-9705-67b7e0cf721f,02 - Automobile,Citation,2018
7839,21-201(a1),BLUE,No,No,COLUMBIA,No,TOYT,4S,76928472-1fd0-4a3f-968f-edc0a0503dd7,02 - Automobile,Citation,2010
7840,21-201(a1),BROWN,No,No,MONTGOMERY VILLAGE,No,TOYOTA,HIGHLANDER,33c957c4-0ae9-4458-aa2e-cb7b7285f627,02 - Automobile,Citation,2018
7841,16-115(g),GREEN,No,No,KENSINGTON,No,MAZDA,VAN,f2eb2e98-e9b6-4d45-b6a4-3176844618e0,02 - Automobile,Citation,2004
7842,16-116(a),RED,No,No,BALTIMORE,No,INFINITI,G35,2070a175-a53c-45af-96e4-1732dc84adf8,02 - Automobile,Warning,2004
7843,13-409(b),BLACK,No,No,SILVER SPRING,No,MAZDA,3 HATCHBACK,5c9d8655-fae2-4892-96e3-7a746a2a9d0a,03 - Station Wagon,Warning,2013
7844,21-1124.1(b),GRAY,No,No,ROCKVILLE,No,HONDA,ACCORD,d27ad110-2ef5-409c-b50e-8c8a4224f66a,02 - Automobile,Warning,2016
7845,23-104,SILVER,No,No,ROCKVILLE,No,SUBARU,OUTBACK,0b44605f-e9cb-4a27-8829-78df899eb883,02 - Automobile,Warning,2011
7846,13-616.2(e2),SILVER,No,No,GERMANTOWN,No,KIA,VAN,f29cfb91-ff79-404d-86bc-42359518f646,02 - Automobile,Warning,2017
7847,13-411(f),BLACK,No,No,DAMASCUS,No,LEXS,4S,d9bc1ab4-9b58-4d7d-a94c-33b5dc15db5b,02 - Automobile,Citation,2004
7848,21-801.1,GRAY,No,No,GAITHERSBURG,No,VW,JETTA 4DR,5790f308-dbf4-4fc1-b841-17621e5642c6,02 - Automobile,Warning,2008
7849,21-801.1,BLACK,No,No,HYATTSVILLE,No,TOYT,CAMRY,aa46a87c-14d3-4807-8c72-f3a12d102d78,02 - Automobile,Warning,2013
7850,13-409(b),WHITE,No,No,MOUNT RAINIER,No,TOYT,TRK,9b8ac7f5-02c8-4946-9157-83c13c0b7199,05 - Light Duty Truck,Warning,2012
7851,21-204.1,N/A,No,No,NEW CARROLLTON,No,FORD,SUV EXPLORER,a03924c3-586a-42c3-abc0-f9c3dd3d1572,28 - Other,Warning,2013
7852,21-801.1,RED,No,No,FALLS CHURCH,No,MAZDA,3,364cc781-436f-4360-b1f4-7d3b62714454,02 - Automobile,Warning,2015
7853,23-104,BLUE,No,No,WASHINGTON,No,NISSAN,MAXIMA,de61ac6e-2383-4490-963d-7e3f3a3e5a96,02 - Automobile,Warning,2011
7854,21-201(a1),"BLUE, LIGHT",No,No,GAITHERSBURG,No,DODGE,CARAVAN,bd332b47-e744-4821-b4ba-bc486f15a48c,02 - Automobile,Warning,1998
7855,13-936E2I,BLACK,No,No,GERMANTOWN,No,BMW,740I 4DR,dc2d55b7-aae9-4f62-9a82-f0653df0a81d,02 - Automobile,Warning,1994
7856,16-303(c),WHITE,No,No,SILVER SPRING,No,FORD,FUSION,74b8eced-2f03-4e5f-a65e-b310698d4d88,02 - Automobile,Citation,2019
7857,21-202(h2),GRAY,No,No,STEELTON,No,HONDA,ODYSSEY,4048083c-d25e-43f9-a0ef-2583a41066e8,02 - Automobile,Citation,2004
7858,21-801(b),SILVER,No,No,ROCKVILLE,No,LEXS,TK,f217f764-720c-4c9c-a4e4-2695303a32e3,02 - Automobile,Citation,2007
7859,21-801.1,WHITE,No,No,HAMBURG,No,MAZDA,CX5,b7b7944c-b18b-4d72-acfa-c5d647b81834,02 - Automobile,Warning,2018
7860,13-401(d),BLACK,No,No,DAMASCUS,No,LEXS,4S,d9bc1ab4-9b58-4d7d-a94c-33b5dc15db5b,02 - Automobile,Warning,2004
7861,21-801.1,BLACK,No,No,DAMASCUS,No,GMC,ACCADIA,a03bae87-7555-4d6a-bfb6-52d9f9a76d59,02 - Automobile,Warning,2007
7862,22-201.1,WHITE,No,No,OLNEY,No,FORD,FOCUS,60a84a1c-7715-454c-a12d-c51c1f43097c,02 - Automobile,Warning,2016
7863,21-801.1,SILVER,No,No,MONTGOMERY VILLAGE,No,ACURA,TSX,d2e1beda-4ded-4b1a-9ab1-1033c38f3305,02 - Automobile,Citation,2009
7864,21-801.1,GRAY,No,No,POTOMAC,No,LEXUS,RX350,b0dadf10-3198-4099-acb4-d10f48665b49,02 - Automobile,Citation,2011
7865,21-405(e2I),SILVER,No,No,DAMASCUS,No,TOYOTA,SIENNA,89356e44-95d5-45a5-826d-3a41372811ad,02 - Automobile,Warning,2013
7866,16-303(h),WHITE,No,No,SILVER SPRING,No,VOLKSWAGEN,JETTA,d4f31e10-535c-4b6d-91ea-ea75508cbf7c,02 - Automobile,Citation,2011
7867,21-902(b1i),RED,No,No,GERMANTOWN,No,TOYOTA,CAMRY,2fee2514-6315-49fe-b8e5-8244a2c7845c,02 - Automobile,Citation,2009
7868,13-401(h),SILVER,No,No,ROCKVILLE,No,TOYT,TACOMA,8744fe20-293f-4779-b84d-72bf3a052ff7,02 - Automobile,Warning,2011
7869,23-104,SILVER,No,No,SILVER SPRING,No,TOYT,COROLLA 4S,7c726824-8263-431f-b623-cc52ee671eb5,02 - Automobile,Warning,2010
7870,13-401(e),RED,No,No,SILVER SPRING,No,HONDA,ACCORD,424892e4-f99f-49fa-ac8e-7a1ea927c372,02 - Automobile,Warning,2013
7871,21-801.1,GRAY,No,No,DERWOOD,No,VOLK,PASSAT,8aaf86eb-a041-4258-8010-452ede660390,02 - Automobile,Citation,2013
7872,22-412.3(b),BLACK,No,No,SILVER SPRING,No,FORD,TK,579b7c1e-7d27-4f2e-a9a7-7c18d3e99c77,05 - Light Duty Truck,Warning,2011
7873,16-116(a),SILVER,No,No,GERMANTOWN,No,TOYT,SW VENZA,58506215-6517-477e-a052-4a53ef3d6e5d,03 - Station Wagon,Warning,2009
7874,21-201(a1),MAROON,No,No,SILVER SPRING,No,HYUN,4S,1748f2c3-9687-4cca-b128-7d7f2ef3d44a,02 - Automobile,Citation,2009
7875,16-116(a),GRAY,No,No,WASHINGTON,No,NISSAN,XTERRA,17393b35-b6ab-48a2-8423-a5ddec491cc4,02 - Automobile,Warning,2011
7876,21-901.1(a),BLACK,No,No,GAITHERSBURG,No,HONDA,CIVIC,a3312cb8-2f8f-4f93-8619-120309734c74,02 - Automobile,Citation,2000
7877,21-1124.2(d2),SILVER,No,No,ROCKVILLE,No,DODGE,TK,1f5bf636-4159-4f8b-ab42-159b63c99c43,02 - Automobile,Warning,2002
7878,11-393.10(0b),WHITE,No,No,FREDERICK,No,GMC,3500HDTK,f51049ef-040a-46b3-b20d-0316fc6a96c3,05 - Light Duty Truck,Warning,2013
7879,13-401(h),WHITE,No,No,SILVER SPRING,No,CADILLAC,CTS,346f6e79-1f69-4230-9705-684d853d7417,02 - Automobile,Warning,2003
7880,21-1120(c),WHITE,No,No,GAITHERSBURG,No,ACURA,MDX,5d386217-abcd-4d00-90fe-f745d2c091c9,02 - Automobile,Warning,2016
7881,16-101(a1),BLACK,No,No,SILVER SPRING,No,NISSAN,4S,288b6f69-a05e-4800-b2ca-250c568bec04,02 - Automobile,Citation,2005
7882,17-104.2(b2),WHITE,No,No,SILVER SPRING,No,LEXUS,ES350,90fb2694-3f8a-40db-b062-2a922d7838b2,02 - Automobile,Warning,2010
7883,17-104.2(b2),"BLUE, DARK",No,No,WASHINGTON,No,VOLVO,V70,ea850fb9-a192-484b-9485-494886d207a5,02 - Automobile,Citation,2001
7884,21-1003(m),SILVER,No,No,NONE,No,MAZDA,4S,fb6ad677-d9d9-44f5-a5a3-9ae9867abe9a,02 - Automobile,Warning,2010
7885,22-226(a),GRAY,No,No,COLLEGE PARK,No,TOYOTA,CAMRY,be70530c-2170-428e-82d7-3f32032560bb,02 - Automobile,Warning,2016
7886,21-801.1,BLACK,No,No,MCLEAN,No,MERCEDES,GLE 63,22cd016b-7f08-4872-b620-474a1b8b1488,02 - Automobile,Warning,2018
7887,21-204(d),SILVER,No,No,SILVER SPRING,No,TOYO,PRIUS,0a591f4f-0e54-425c-b927-287e459eaf9a,02 - Automobile,Warning,2009
7888,21-604(a),RED,No,No,SILVER SPRING,No,HYUNDAI,ELANTRA,484b2ea1-065f-42f6-84eb-c11a43e6f4f3,02 - Automobile,Warning,2008
7889,55*,SILVER,No,No,SILVER SPRING,No,LEXS,RX 300 TK,9f886837-4cd0-4ca2-8319-0d2dfd45e10e,02 - Automobile,ESERO,2000
7890,21-201(a1),RED,No,No,WASHINGTON,No,MAZDA,CX3,5bdf93f1-4cc0-43f0-91ce-cff18a7ce64b,02 - Automobile,Warning,2016
7891,17-104.1,RED,Yes,No,SILVER SPRING,No,YONFU,YY150T-21,6c6e792d-9390-473f-acff-5a23096c3b74,19 - Moped,Citation,2017
7892,13-411(f),BLUE,No,No,BETHESDA,No,FORD,EXPLORER,db22997e-47d9-48e7-a26d-6f8d501092a9,05 - Light Duty Truck,Warning,2010
7893,21-901.1(b),SILVER,No,No,SILVER SPRING,No,NISSAN,4S,6f1b8019-6f3a-4892-bf4c-27bbf7a66b51,02 - Automobile,Citation,2014
7894,21-801.1,GREEN,No,No,ASHTON,No,LEXUS,SUV,f0f8c56c-3656-46f3-9dc2-ad71b8dec9d7,02 - Automobile,Warning,2008
7895,21-801(a),GRAY,No,No,GAITHERSBURG,No,TOYT,4S,d43c63a1-65dc-4c99-b0a4-418278ba8c56,02 - Automobile,Citation,2016
7896,17-104,BLACK,No,No,TAKOMA PARK,No,CHEVY,AVALANCHE,2ba5b1d5-99f0-4652-9dda-e23b3b63ddaf,06 - Heavy Duty Truck,Warning,2003
7897,21-201(a1),GRAY,No,No,SILVER SPRING,No,NISSAN,SENTRA,a5ed97e0-9e69-4065-8d00-ca28c116229e,02 - Automobile,Warning,2016
7898,21-201(a1),BLUE,No,No,ROCKVILLE,No,SUB,4S,27639243-af69-4a0b-adc5-c3e377a80835,02 - Automobile,Citation,2018
7899,21-401,SILVER,No,No,ROCKVILLE,No,CHEV,VOLT,51718a94-6f0b-4a8f-a637-433c0e47d16d,02 - Automobile,Warning,2017
7900,21-801(b),BLACK,No,No,BETHESDA,No,LINCOLN,TOWN CAR,9b3d3eab-ab02-4138-98ad-4f32cf37b6e0,02 - Automobile,Warning,2007
7901,21-801.1,BLACK,No,No,GERMANTOWN,No,MAZDA,CX7,b6c056ed-9f87-4223-985c-1f6cd26b7710,02 - Automobile,Warning,2011
7902,21-201(a1),GRAY,No,No,GAITHERSBURG,No,TOYOTA,PRIUS,63c948ef-5513-43a1-8b99-63ffe6e2b4fb,02 - Automobile,Warning,2008
7903,56*,SILVER,No,No,GERMANTOWN,No,VW,4DR,ae4e5fad-58e5-4f0e-afff-d3418ca164f4,02 - Automobile,ESERO,2014
7904,21-707(a),BLACK,No,No,SILVER SPRING,No,NISSAN,SENTRA,0fb0c5fa-89f6-424a-bbe4-2a8f2d3e8211,02 - Automobile,Warning,1999
7905,21-801.1,BLACK,No,No,GAITHERSBURG,No,NISSAN,ROGUE,8d245d00-2458-4050-93c5-79d0d889cbea,02 - Automobile,Citation,2015
7906,21-301(a),BROWN,No,No,SILVER SPRING,No,HYUN,TK,f6781588-97a4-4729-93aa-fcb1c6d90133,02 - Automobile,Citation,2019
7907,13-411(f),BLACK,No,No,WEST PALM BCH,No,AUDI,4D,f9aed7e3-bfcf-4326-a09d-997950a9e5db,02 - Automobile,Warning,2016
7908,11-393.41,WHITE,No,No,HYATTSVILLE,No,FORD,TK,f3fed0cf-7003-46c0-b6de-b1f27a2466ba,05 - Light Duty Truck,Warning,2004
7909,53,GRAY,No,No,ROCKVILLE,No,VOLK,JETTA,3cc3154a-ede4-4104-86b1-3d977162a1bb,02 - Automobile,ESERO,2003
7910,16-301(k),BLUE,No,No,WASHINGTON,No,VOLV,240GL,cd982ed3-7205-41c1-8085-8c737177705f,02 - Automobile,Citation,1992
7911,13-414(a),BLACK,No,No,NEW CARROLLTON,No,CHEV,SUV,c650b618-cfa5-47bf-bfee-5ee23629230c,02 - Automobile,Warning,2016
7912,13-409(b),BLACK,No,No,SILVER SPRING,No,NISSAN,XTERRA,ac7eb724-8236-4709-844c-b292eee0db98,02 - Automobile,Citation,2004
7913,21-902(a1ii),SILVER,No,No,SILVER SPRING,No,ACUR,4S,f8d51b12-afa4-4160-9766-b75c778ba163,02 - Automobile,Citation,2006
7914,16-112(c),BLACK,Yes,No,LAUREL,No,MERZ,SUV,8f77fb1a-336e-42b5-b3ae-7f73df6db610,02 - Automobile,Warning,2001
7915,21-707(a),GOLD,No,No,SILVER SPRING,No,NISS,ALTIMA 4D,7af4befc-ac26-44ea-b9d4-9f1f6f97f16d,02 - Automobile,Warning,2001
7916,21-1124.2(d2),SILVER,No,No,OLNEY,No,TOYOTA,4RUNNER,a73055c1-0b80-427c-96b5-94ee00277903,02 - Automobile,Warning,2017
7917,13-409(b),BLACK,No,No,BURTONSVILLE,No,CHEVROLET,SUBURBAN,191e7cec-b92b-44d7-b18c-17e66d7fdc26,02 - Automobile,Citation,2003
7918,13-411(d),SILVER,No,No,GERMANTOWN,No,KIA,VAN,f29cfb91-ff79-404d-86bc-42359518f646,02 - Automobile,Warning,2017
7919,21-202(h2),N/A,No,No,WASHINGTON,No,HYUNDAI,SUV TUCSON,f7c70966-d36a-428e-9a58-3cb60f8917e4,28 - Other,Warning,2018
7920,21-801.1,GRAY,No,No,SILVER SPRING,No,SCION,XD,270970ab-6af4-417a-ae48-93c6828506fd,02 - Automobile,Warning,2013
7921,21-309(b),RED,No,No,SILVER SPRING,No,NISSAN,TK,4701b429-535e-43bb-8dee-6614338efb27,05 - Light Duty Truck,Citation,1987
7922,21-707(a),SILVER,No,No,CHEVY CHASE,No,VW,JETTA,21d7ab04-72a4-43c5-8147-49b5448f8d6b,02 - Automobile,Warning,2013
7923,16-101(a1),BLACK,No,No,HAINES CITY,No,ACURA,SUV,737e45f3-c488-436e-ba26-0682820b7243,02 - Automobile,Citation,2008
7924,16-116(a),BLACK,No,No,HYATTSVILLE,No,TOYT,CAMRY,aa46a87c-14d3-4807-8c72-f3a12d102d78,02 - Automobile,Warning,2013
7925,21-1124.2(d2),BLUE,No,No,WASHINGTON,No,HONDA,VAN,eee88c1d-a2ab-41c0-a136-7ee46603552b,02 - Automobile,Warning,2006
7926,21-902(b1i),SILVER,No,No,FREDERICK,No,TOYOTA,COROLLA,40c3cd04-3a5d-49d7-977d-e5dde7e69c64,02 - Automobile,Citation,2018
7927,13-411(d),N/A,No,No,ASHBURN,No,CHEVROLET,TK COLORADO,0df6db51-3af1-444c-ae83-c25ac39bcb72,05 - Light Duty Truck,Warning,2006
7928,13-409(b),SILVER,No,No,SILVER SPRING,No,CHEVY,CRUZE,234137b8-449d-48dc-85d4-ff092cd6139c,02 - Automobile,Citation,2011
7929,21-801(b),SILVER,No,No,HAGERSTOWN,No,NISSAN,ALTIMA,8a4d165c-54dc-4b86-8bcf-94308070ac40,02 - Automobile,Citation,2006
7930,21-801.1,SILVER,No,No,GAITHERSBURG,No,ACURA,4S,10431efa-1b88-4564-97a9-2a63c23beb70,02 - Automobile,Warning,2008
7931,21-801(b),GRAY,No,No,GREAT FALLS,No,JEEP,GRCH,fd0306d8-28f3-417e-86cc-bc6a6d669b63,02 - Automobile,Citation,2019
7932,21-201(a1),GRAY,No,No,N BETHESDA,No,FORD,ESCAPE,738e2d68-2a79-4375-9618-7dfc6f98a9e1,02 - Automobile,Citation,2014
7933,21-1003(aa),BLACK,No,No,SILVER SPRING,No,MITSUBISHI,LANCER,3b4bb9b8-01fd-4ae8-8a49-f4307be3cd13,02 - Automobile,Citation,2012
7934,16-303(h),SILVER,No,No,RIVERDALE,No,NISS,4S,7003c256-b38e-409f-8ee0-cd1354ca01ab,02 - Automobile,Citation,2014
7935,21-801.1,SILVER,No,No,TEMPLE HILLS,No,VOLK,4S,cc1b4898-4540-480b-9073-474c76b717d8,02 - Automobile,Warning,2011
7936,21-801.1,BLACK,No,No,SILVER SPRING,No,ACURA,TSX,8b3ba820-357c-4e1a-abe1-9c2d889ba69e,02 - Automobile,Warning,2009
7937,21-801.1,RED,No,No,GILBERT,No,JEEP,LATITUDE SUV,e089b640-6393-40c9-aaa7-8ac3a17a5c63,03 - Station Wagon,Citation,2015
7938,16-303(c),SILVER,No,No,GAITHERSBURG,No,HONDA,4S,222d7223-f8e6-4045-b98e-e0e542f90544,02 - Automobile,Citation,2015
7939,13-409(b),WHITE,No,No,NORTH POTOMAC,No,JEEP,WRANGLER,0ea3ca2f-d2bf-4ea8-9d8b-664bdf3f6e90,02 - Automobile,Warning,2012
7940,17-104.2(b1),SILVER,No,No,ROCKVILLE,No,DODGE,TK,1f5bf636-4159-4f8b-ab42-159b63c99c43,02 - Automobile,Warning,2002
7941,16-101(a1),GRAY,Yes,No,SILVER SPRING,No,TOYT,CAMRY,9e7a4cae-f3e8-4d52-bf8a-a40c20b871c5,02 - Automobile,Citation,2018
7942,21-801.1,"BLUE, DARK",No,No,ROCKVILLE,No,SCION,FR-S 2DR,d12365b4-3317-47b3-b974-88ff4a7a4c16,02 - Automobile,Citation,2015
7943,21-801.1,SILVER,No,No,ROCKVILLE,No,FORD,SUV,b5b10011-a06a-4ca0-b3ba-0b267ef9e325,02 - Automobile,Warning,2017
7944,21-309(d),SILVER,No,No,SILVER SPRING,No,TOYOTA,CAMRY,42c0a55f-9996-40de-83db-02f4b44f9d01,02 - Automobile,Warning,2015
7945,21-705(b),BLACK,No,No,ROCKVILLE,No,AUDI,Q5,ecc170a9-915c-42a8-b1a2-0f4baf0c6211,02 - Automobile,Citation,2017
7946,21-201(a1),WHITE,No,No,LANHAM,No,MITS,TK,6606121e-a9a1-4b49-a375-f311a8330d8b,02 - Automobile,Warning,2005
7947,21-202(h1),N/A,No,No,NEW CARROLLTON,No,FORD,SUV EXPLORER,a03924c3-586a-42c3-abc0-f9c3dd3d1572,28 - Other,Warning,2013
7948,21-204.1,WHITE,No,No,SILVER SPRING,No,FORD,TK,34a3335e-d7f2-4da6-9c41-a1578bc84824,02 - Automobile,Warning,2018
7949,21-1003(aa),BLACK,No,No,NONE,No,HONDA,CIVIC,e5e3f344-afc2-4d23-983f-0cd328f4d597,02 - Automobile,Warning,2016
7950,21-801.1,GRAY,No,No,GAITHERSBURG,No,TOYOTA,COROLLA,3114d921-9c22-4aba-8190-7544ec788c3f,02 - Automobile,Citation,2014
7951,21-801.1,WHITE,No,No,GERMANTOWN,No,HONDA,ACCORD,e8150500-84d8-405a-9177-61e6e1c4a023,02 - Automobile,Warning,2012
7952,21-801(a),BLACK,No,No,SILVER SPRING,No,NISSAN,4D,5db99321-8fe5-483b-a0fd-17ae0a2fe17d,02 - Automobile,Warning,2010
7953,21-901.1(b),N/A,No,No,POTOMAC,No,LEXUS,ES350,17a72775-f04d-41c1-a0b6-124de66cddda,02 - Automobile,Citation,2013
7954,23-104,SILVER,No,No,GERMANTOWN,No,JEEP,4D,14fa4a41-ae11-4eb2-b411-5c7bdbb0e768,02 - Automobile,Warning,2006
